,material_id,formula,structure,diff,exp,mp,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,avg anion electron affinity,band center,cohesive energy,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,transition metal fraction,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega,Yang delta
719,mp-5748,HfAlNi2,"Full Formula (Hf1 Al1 Ni2)
Reduced Formula: HfAlNi2
abc   :   4.300819   4.300819   4.300819
angles:  60.000000  60.000000  60.000000
Sites (4)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Hf    0.5   0.5   0.5
  1  Al    0     0     0
  2  Ni    0.75  0.75  0.75
  3  Ni    0.25  0.25  0.25",0.034255,-0.6032,-0.637455,Hf1 Al1 Ni2,13.0,72.0,59.0,35.25,18.375,28.0,45.0,73.0,28.0,60.0,7.5,61.0,26.9815386,178.49,151.50846140000002,80.71458465,48.88770767500001,58.6934,933.47,2506.0,1572.53,1723.8675,395.19874999999996,1728.0,4.0,13.0,9.0,9.25,2.625,10.0,3.0,6.0,3.0,4.25,0.875,4.0,121.0,175.0,54.0,136.0,19.5,124.0,1.3,1.91,0.6099999999999999,1.6825,0.22749999999999992,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,8.0,8.0,4.5,3.5,8.0,0.0,14.0,14.0,3.5,5.25,0.0,3.0,18.0,15.0,10.25,3.875,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,3.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.25,2.25,2.0,10.32,22.2,11.879999999999999,14.83,4.51,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29769735,0.29769735,0.5953947,194.0,225.0,31.0,217.25,11.625,225.0,Hf0+1 Al0+1 Ni0+2,0,0,0,0.0,0.0,-1.6622984147250195,0.0,-1.1740388841727505,-0.9723757113329256,-0.7259961659619875,0.5,2.0,0.25,4.5,3.5,0.1951219512195122,0.024390243902439025,0.43902439024390244,0.34146341463414637,0.35692267767731223,0.0958113336756117
720,mp-31385,Er5Sn3,"Full Formula (Er10 Sn6)
Reduced Formula: Er5Sn3
abc   :   8.887678   8.887678   6.495736
angles:  90.000000  90.000000 120.000000
Sites (16)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Er    0         0.762207  0.75
  1  Er    0         0.237793  0.25
  2  Er    0.762207  0.762207  0.25
  3  Er    0.762207  0         0.75
  4  Er    0.237793  0.237793  0.75
  5  Er    0.237793  0         0.25
  6  Er    0.333333  0.666667  0.5
  7  Er    0.666667  0.333333  0
  8  Er    0.666667  0.333333  0.5
  9  Er    0.333333  0.666667  0
 10  Sn    0.394951  0         0.75
 11  Sn    0.394951  0.394951  0.25
 12  Sn    0         0.605049  0.25
 13  Sn    0         0.394951  0.75
 14  Sn    0.605049  0.605049  0.75
 15  Sn    0.605049  0         0.25",-0.042960000000000005,-0.7493,-0.70634,Er5 Sn3,50.0,68.0,18.0,61.25,8.4375,68.0,35.0,80.0,45.0,51.875,21.09375,35.0,118.71,167.259,48.54899999999999,149.053125,22.757343749999997,167.259,505.08,1770.0,1264.92,1295.655,592.9312500000001,1770.0,3.0,14.0,11.0,7.125,5.15625,3.0,5.0,6.0,1.0,5.625,0.46875,6.0,139.0,189.0,50.0,170.25,23.4375,189.0,1.24,1.96,0.72,1.51,0.3375,1.24,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.75,0.9375,0.0,0.0,10.0,10.0,3.75,4.6875,0.0,0.0,12.0,12.0,7.5,5.625,12.0,14.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.25,0.9375,2.0,2.0,4.0,2.0,2.75,0.9375,2.0,30.585,33.285,2.6999999999999957,31.5975,1.2656249999999982,30.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,194.0,53.0,174.125,24.84375,194.0,Er0+5 Sn0+3,0,0,0,0.0,0.0,-1.4722602275854313,0.0,-0.8297990436084812,-0.6864862810741109,-0.6119039482194546,0.0,2.0,0.75,3.75,7.5,0.14285714285714285,0.05357142857142857,0.26785714285714285,0.5357142857142857,0.1551327186270044,0.05780572158518528
721,mp-571183,TmFe2,"Full Formula (Tm2 Fe4)
Reduced Formula: TmFe2
abc   :   5.080516   5.080516   5.080516
angles:  60.000001  60.000000  59.999997
Sites (6)
  #  SP        a      b      c
---  ----  -----  -----  -----
  0  Tm    0.875  0.875  0.875
  1  Tm    0.125  0.125  0.125
  2  Fe    0.5    0      0.5
  3  Fe    0      0.5    0.5
  4  Fe    0.5    0.5    0.5
  5  Fe    0.5    0.5    0",0.12061300000000001,-0.0228,-0.143413,Tm1 Fe2,26.0,69.0,43.0,40.333333333333336,19.11111111111111,26.0,37.0,55.0,18.0,49.0,8.0,55.0,55.845,168.93421,113.08921000000001,93.54140333333334,50.26187111111111,55.845,1811.0,1818.0,7.0,1813.3333333333333,3.111111111111086,1811.0,3.0,8.0,5.0,6.333333333333333,2.2222222222222223,8.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,132.0,190.0,58.0,151.33333333333334,25.777777777777782,132.0,1.25,1.83,0.5800000000000001,1.6366666666666667,0.25777777777777783,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,2.6666666666666665,6.0,0.0,13.0,13.0,4.333333333333333,5.777777777777779,0.0,8.0,15.0,7.0,10.333333333333334,3.111111111111111,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,1.0,4.0,3.0,3.0,1.3333333333333333,4.0,10.73,29.78,19.05,17.080000000000002,8.466666666666667,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.4071085333333333,0.9380723555555557,2.1106628,194.0,229.0,35.0,217.33333333333334,15.555555555555552,229.0,Tm0+1 Fe0+2,0,0,0,0.0,0.0,-1.6116499936902509,0.0,-0.06412377005650075,0.009207137230964035,0.06807146952076586,0.6666666666666666,2.0,0.0,4.0,4.333333333333333,0.1935483870967742,0.0,0.3870967741935484,0.4193548387096774,2.159127348442854,0.16637806616154058
722,mp-1500,BaS,"Full Formula (Ba1 S1)
Reduced Formula: BaS
abc   :   4.565945   4.565945   4.565945
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Ba    0    0    0
  1  S     0.5  0.5  0.5",-0.025348,-2.435603,-2.410255,Ba1 S1,16.0,56.0,40.0,36.0,20.0,16.0,9.0,88.0,79.0,48.5,39.5,9.0,32.065,137.327,105.262,84.696,52.631,32.065,388.36,1000.0,611.64,694.1800000000001,305.82,388.36,2.0,16.0,14.0,9.0,7.0,2.0,3.0,6.0,3.0,4.5,1.5,3.0,105.0,215.0,110.0,160.0,55.0,105.0,0.89,2.58,1.69,1.735,0.845,0.89,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,25.786875,63.59,37.80312500000001,44.6884375,18.901562500000004,25.786875,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,149.5,79.5,70.0,Ba2+1 S2-1,-2,2,4,2.8284271247461903,-400000.0,-1.5153217480126127,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,4000438.3160863686,0.3680981595092025
723,mp-1842,NbAl3,"Full Formula (Nb1 Al3)
Reduced Formula: NbAl3
abc   :   5.106915   5.106915   5.106915
angles: 135.674603 135.674603  64.483807
Sites (4)
  #  SP       a     b    c
---  ----  ----  ----  ---
  0  Nb    0     0     0
  1  Al    0.5   0.5   0
  2  Al    0.75  0.25  0.5
  3  Al    0.25  0.75  0.5",0.0035659999999999997,-0.4198,-0.42336599999999996,Nb1 Al3,13.0,41.0,28.0,20.0,10.5,13.0,47.0,73.0,26.0,66.5,9.75,73.0,26.9815386,92.90638,65.92484139999999,43.462748950000005,24.721815525000004,26.9815386,933.47,2750.0,1816.53,1387.6025,681.19875,933.47,5.0,13.0,8.0,11.0,3.0,13.0,3.0,5.0,2.0,3.5,0.75,3.0,121.0,164.0,43.0,131.75,16.125,121.0,1.6,1.61,0.010000000000000009,1.6075,0.0037500000000000866,1.61,1.0,2.0,1.0,1.75,0.375,2.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.5,0.75,3.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,6.0,6.0,1.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,5.5,0.75,5.0,16.48,18.18,1.6999999999999993,16.905,0.6375000000000002,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,226.0,1.5,225.0,Nb0+1 Al0+3,0,0,0,0.0,0.0,-1.6074941558303617,0.0,-0.3038872057624239,-0.2278479514221243,-0.2324665461053035,0.25,1.75,0.75,1.0,0.0,0.5,0.21428571428571427,0.2857142857142857,0.0,0.48054775429450275,0.00612032087480173
724,mp-753740,CrO3,"Full Formula (Cr1 O3)
Reduced Formula: CrO3
abc   :   4.862608   4.862608   3.096917
angles:  90.000000  90.000000 119.453303
Sites (4)
  #  SP           a         b    c
---  ----  --------  --------  ---
  0  Cr    0.8606    0.8606    0
  1  O     0.042121  0.042121  0.5
  2  O     0.817524  0.514034  0
  3  O     0.514034  0.817524  0",0.020359,-1.5058200000000002,-1.5261790000000002,Cr1 O3,8.0,24.0,16.0,12.0,6.0,8.0,49.0,87.0,38.0,77.5,14.25,87.0,15.9994,51.9961,35.9967,24.998575,13.498762499999998,15.9994,54.8,2180.0,2125.2,586.1,796.95,54.8,6.0,16.0,10.0,13.5,3.75,16.0,2.0,4.0,2.0,2.5,0.75,2.0,66.0,139.0,73.0,84.25,27.375,66.0,1.66,3.44,1.78,2.995,0.6675,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,3.0,1.5,4.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.5,0.75,2.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,1.5,2.0,9.105,11.19,2.084999999999999,9.62625,0.7818749999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,66.25,81.375,12.0,Cr6+1 O2-3,-2,6,8,5.656854249492381,-282000.0,-2.8671198925047783,0.0,0.0,0.0,0.0,0.25,1.75,3.0,1.25,0.0,0.2916666666666667,0.5,0.20833333333333334,0.0,2740166.5993626486,0.3550166251538693
725,mp-1013736,Ba3Bi2,"Full Formula (Ba3 Bi2)
Reduced Formula: Ba3Bi2
abc   :   6.612235   6.612235   6.612235
angles:  90.000000  90.000000  90.000000
Sites (5)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Ba    0    0.5  0.5
  1  Ba    0.5  0    0.5
  2  Ba    0.5  0.5  0
  3  Bi    0    0    0
  4  Bi    0.5  0.5  0.5",-0.87084,-1.387651,-0.516811,Ba3 Bi2,56.0,83.0,27.0,66.8,12.959999999999999,56.0,9.0,86.0,77.0,39.8,36.96,9.0,137.327,208.9804,71.6534,165.98836,34.393632000000004,137.327,544.4,1000.0,455.6,817.76,218.68800000000002,1000.0,2.0,15.0,13.0,7.2,6.24,2.0,6.0,6.0,0.0,6.0,0.0,6.0,148.0,215.0,67.0,188.2,32.160000000000004,215.0,0.89,2.02,1.13,1.342,0.5424,0.89,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,14.0,14.0,5.6,6.719999999999999,0.0,2.0,29.0,27.0,12.8,12.960000000000003,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,32.95,63.59,30.64,51.334,14.7072,63.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,142.2,104.16,229.0,Ba0+3 Bi0+2,0,0,0,0.0,0.0,-1.2353060026473983,0.0,-0.6664347073164951,-0.5645280013323487,-0.4416945482864375,0.0,2.0,1.2,4.0,5.6,0.15625,0.09374999999999999,0.3125,0.43749999999999994,0.07009359437872782,0.15047217956674103
726,mp-829,AlPd,"Full Formula (Al1 Pd1)
Reduced Formula: AlPd
abc   :   3.077566   3.077566   3.077566
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Al    0    0    0
  1  Pd    0.5  0.5  0.5",-0.063467,-0.9457,-0.882233,Al1 Pd1,13.0,46.0,33.0,29.5,16.5,13.0,62.0,73.0,11.0,67.5,5.5,62.0,26.9815386,106.42,79.4384614,66.7007693,39.7192307,26.9815386,933.47,1828.05,894.5799999999999,1380.76,447.28999999999996,933.47,10.0,13.0,3.0,11.5,1.5,10.0,3.0,5.0,2.0,4.0,1.0,3.0,121.0,139.0,18.0,130.0,9.0,121.0,1.61,2.2,0.5900000000000001,1.9050000000000002,0.29500000000000004,1.61,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.5,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,14.41,16.48,2.0700000000000003,15.445,1.0350000000000001,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,225.0,0.0,225.0,Al0+1 Pd0+1,0,0,0,0.0,0.0,-1.8820201911775551,0.0,-0.8787596324147652,-0.7204168907526981,-0.581308612975791,0.5,1.0,0.5,5.0,0.0,0.15384615384615385,0.07692307692307693,0.7692307692307693,0.0,0.1729799816774566,0.0035335689045936647
727,mp-1189572,As2S3,"Full Formula (As8 S12)
Reduced Formula: As2S3
abc   :   5.878595   9.117897  11.033382
angles: 100.945206 103.214533  89.978855
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  As    0.391356  0.360455  0.322557
  1  As    0.608644  0.639545  0.677443
  2  As    0.817307  0.171453  0.168884
  3  As    0.182693  0.828547  0.831116
  4  As    0.375248  0.674871  0.172571
  5  As    0.624752  0.325129  0.827429
  6  As    0.931347  0.861737  0.326207
  7  As    0.068653  0.138263  0.673793
  8  S     0.898148  0.923184  0.130168
  9  S     0.101852  0.076816  0.869832
 10  S     0.504216  0.125202  0.248277
 11  S     0.495784  0.874798  0.751723
 12  S     0.753869  0.626482  0.255082
 13  S     0.246131  0.373518  0.744918
 14  S     0.058587  0.269478  0.363763
 15  S     0.941413  0.730522  0.636237
 16  S     0.298637  0.769814  0.367354
 17  S     0.701363  0.230186  0.632646
 18  S     0.255841  0.427181  0.128775
 19  S     0.744159  0.572819  0.871225",0.33377199999999996,-0.192154,-0.525926,As2 S3,16.0,33.0,17.0,22.8,8.16,16.0,84.0,88.0,4.0,86.4,1.9199999999999988,88.0,32.065,74.9216,42.8566,49.20764,20.571168,32.065,388.36,1090.0,701.64,669.016,336.7872,388.36,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,3.0,4.0,1.0,3.4,0.48,3.0,105.0,119.0,14.0,110.6,6.719999999999999,105.0,2.18,2.58,0.3999999999999999,2.4200000000000004,0.1919999999999999,2.58,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,9.6,4.32,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,22.175,25.786875,3.6118749999999977,24.342125,1.733699999999999,25.786875,0.0,2.202,2.202,1.3212,1.0569600000000001,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,166.0,96.0,108.4,46.08,70.0,As3+2 S2-3,-2,3,5,3.5355339059327378,-400000.0,-2.4118729179998963,0.0,0.0,0.0,0.0,0.0,2.0,3.6,4.0,0.0,0.20833333333333334,0.375,0.4166666666666667,0.0,3743424.8373794993,0.054534094458994715
728,mp-567412,Y5Sn3,"Full Formula (Y10 Sn6)
Reduced Formula: Y5Sn3
abc   :   8.983593   8.983593   6.583425
angles:  90.000000  90.000000 119.999996
Sites (16)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Y     0.759969  0.759969  0.25
  1  Y     0         0.240031  0.25
  2  Y     0.759969  0         0.75
  3  Y     0.333333  0.666667  0.5
  4  Y     0.240031  0         0.25
  5  Y     0.666667  0.333333  0.5
  6  Y     0         0.759969  0.75
  7  Y     0.333333  0.666667  0
  8  Y     0.240031  0.240031  0.75
  9  Y     0.666667  0.333333  0
 10  Sn    0.605997  0.605997  0.75
 11  Sn    0.394003  0         0.75
 12  Sn    0.605997  0         0.25
 13  Sn    0         0.394003  0.75
 14  Sn    0.394003  0.394003  0.25
 15  Sn    0         0.605997  0.25",0.013734,-0.7545,-0.768234,Y5 Sn3,39.0,50.0,11.0,43.125,5.15625,39.0,12.0,80.0,68.0,37.5,31.875,12.0,88.90585,118.71,29.804149999999993,100.08240624999999,13.970695312499995,88.90585,505.08,1799.0,1293.92,1313.78,606.5250000000001,1799.0,3.0,14.0,11.0,7.125,5.15625,3.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,190.0,51.0,170.875,23.90625,190.0,1.22,1.96,0.74,1.4975,0.34687500000000004,1.22,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.75,0.9375,0.0,1.0,10.0,9.0,4.375,4.21875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,11.0,7.125,5.15625,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5,1.875,0.0,0.0,9.0,9.0,5.625,4.21875,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,7.125,2.34375,9.0,32.365,33.285,0.9199999999999946,32.71,0.4312499999999977,32.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,194.0,53.0,174.125,24.84375,194.0,Y0+5 Sn0+3,0,0,0,0.0,0.0,-1.4573736765734029,0.0,-0.8430555372716243,-0.6997624974132715,-0.6146400893826487,0.0,2.0,0.75,4.375,0.0,0.2807017543859649,0.10526315789473684,0.6140350877192983,0.0,0.1511341396756097,0.0683467649330721
729,mp-20250,PdS,"Full Formula (Pd8 S8)
Reduced Formula: PdS
abc   :   6.524357   6.524357   6.687660
angles:  90.000000  90.000000  90.000000
Sites (16)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Pd    0.530273  0.742433  0
  1  Pd    0.257567  0.530273  0.5
  2  Pd    0.742433  0.469727  0.5
  3  Pd    0.469727  0.257567  0
  4  Pd    0         0         0.75
  5  Pd    0         0         0.25
  6  Pd    0.5       0         0.5
  7  Pd    0         0.5       0
  8  S     0.193447  0.307324  0.772293
  9  S     0.692676  0.193447  0.272293
 10  S     0.307324  0.806553  0.272293
 11  S     0.806553  0.692676  0.772293
 12  S     0.806553  0.692676  0.227707
 13  S     0.307324  0.806553  0.727707
 14  S     0.692676  0.193447  0.727707
 15  S     0.193447  0.307324  0.227707",0.31944,-0.366429,-0.685869,Pd1 S1,16.0,46.0,30.0,31.0,15.0,16.0,62.0,88.0,26.0,75.0,13.0,62.0,32.065,106.42,74.355,69.2425,37.1775,32.065,388.36,1828.05,1439.69,1108.205,719.845,388.36,10.0,16.0,6.0,13.0,3.0,10.0,3.0,5.0,2.0,4.0,1.0,3.0,105.0,139.0,34.0,122.0,17.0,105.0,2.2,2.58,0.3799999999999999,2.39,0.18999999999999995,2.2,0.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,14.41,25.786875,11.376874999999998,20.0984375,5.688437499999999,14.41,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,147.5,77.5,70.0,Pd2+1 S2-1,-2,2,4,2.8284271247461903,-400000.0,-2.3824357284090585,0.0,0.0,0.0,0.0,0.5,1.0,2.0,5.0,0.0,0.125,0.25,0.625,0.0,6386392.209626457,0.15918367346938772
